query.name	score.percentage
euVOG_2868	1
euVOG_2869	1
euVOG_287	1
euVOG_2870	1
euVOG_2871	1
euVOG_2872	1
euVOG_2873	1
euVOG_2874	1
euVOG_2875	1
euVOG_2876	1
euVOG_2877	1
euVOG_2879	1
euVOG_2880	1
euVOG_2881	1
euVOG_2882	1
euVOG_2883	1
euVOG_2884	1
euVOG_2885	1
euVOG_2886	1
euVOG_2887	1
euVOG_2888	1
euVOG_2889	1
euVOG_289	1
euVOG_2890	1
euVOG_2891	1
euVOG_2892	1
euVOG_2893	1
euVOG_2894	1
euVOG_2895	1
euVOG_2896	1
euVOG_2897	1
euVOG_2898	1
euVOG_2899	1
euVOG_290	1
euVOG_2900	1
euVOG_2901	1
euVOG_2902	1
euVOG_2903	1
euVOG_2904	1
euVOG_2905	1
euVOG_2906	1
euVOG_2907	1
euVOG_291	1
euVOG_2910	1
euVOG_2911	1
euVOG_2912	1
euVOG_2913	1
euVOG_2914	1
euVOG_2915	1
euVOG_2917	1
euVOG_2919	1
euVOG_292	1
euVOG_2920	1
euVOG_2922	1
euVOG_2923	1
euVOG_2925	1
euVOG_2926	1
euVOG_2927	1
euVOG_2928	1
euVOG_2929	1
euVOG_293	1
euVOG_2930	1
euVOG_2931	1
euVOG_2932	1
euVOG_2933	1
euVOG_2934	1
euVOG_2935	1
euVOG_2936	1
euVOG_2938	1
euVOG_2939	1
euVOG_294	1
euVOG_2940	1
euVOG_2941	1
euVOG_2942	1
euVOG_2943	1
euVOG_2944	1
euVOG_2945	1
euVOG_2946	1
euVOG_2947	1
euVOG_2948	1
euVOG_2949	1
euVOG_295	1
euVOG_2950	1
euVOG_2951	1
euVOG_2952	1
euVOG_2953	1
euVOG_2954	1
euVOG_2955	1
euVOG_2956	1
euVOG_2957	1
euVOG_2958	1
euVOG_2959	1
euVOG_296	1
euVOG_2960	1
euVOG_2961	1
euVOG_2962	1
euVOG_2963	1
euVOG_2964	1
euVOG_2965	1
euVOG_2966	1
euVOG_2968	1
euVOG_2969	1
euVOG_297	1
euVOG_2970	1
euVOG_2971	1
euVOG_2972	1
euVOG_2973	1
euVOG_2974	1
euVOG_2975	1
euVOG_2977	1
euVOG_2978	1
euVOG_2979	1
euVOG_298	1
euVOG_2980	1
euVOG_2982	1
euVOG_2983	1
euVOG_2984	1
euVOG_2986	1
euVOG_2988	1
euVOG_2989	1
euVOG_2990	1
euVOG_2991	1
euVOG_2992	1
euVOG_2993	1
euVOG_2995	1
euVOG_2997	1
euVOG_2999	1
euVOG_3	1
euVOG_30	1
euVOG_300	1
euVOG_3000	1
euVOG_3001	1
euVOG_3004	1
euVOG_3006	1
euVOG_3007	1
euVOG_3008	1
euVOG_3009	1
euVOG_3010	1
euVOG_3011	1
euVOG_3012	1
euVOG_3013	1
euVOG_3015	1
euVOG_3016	1
euVOG_3018	1
euVOG_3019	1
euVOG_302	1
euVOG_3020	1
euVOG_3021	1
euVOG_3024	1
euVOG_3025	1
euVOG_3026	1
euVOG_3027	1
euVOG_3028	1
euVOG_3029	1
euVOG_303	1
euVOG_3031	1
euVOG_3032	1
euVOG_3033	1
euVOG_3035	1
euVOG_3036	1
euVOG_3038	1
euVOG_3039	1
euVOG_304	1
euVOG_3040	1
euVOG_3041	1
euVOG_3043	1
euVOG_3044	1
euVOG_3045	1
euVOG_3048	1
euVOG_3049	1
euVOG_305	1
euVOG_3050	1
euVOG_3051	1
euVOG_3052	1
euVOG_3053	1
euVOG_3054	1
euVOG_3055	1
euVOG_3056	1
euVOG_3058	1
euVOG_3059	1
euVOG_306	1
euVOG_3060	1
euVOG_3061	1
euVOG_3062	1
euVOG_3063	1
euVOG_3064	1
euVOG_3065	1
euVOG_3066	1
euVOG_3067	1
euVOG_3068	1
euVOG_3069	1
euVOG_307	1
euVOG_3070	1
euVOG_3071	1
euVOG_3072	1
euVOG_3073	1
euVOG_3074	1
euVOG_3075	1
euVOG_3076	1
euVOG_3077	1
euVOG_3078	1
euVOG_3079	1
euVOG_308	1
euVOG_3080	1
euVOG_3081	1
euVOG_3082	1
euVOG_3083	1
euVOG_3084	1
euVOG_3085	1
euVOG_3086	1
euVOG_3087	1
euVOG_309	1
euVOG_3090	1
euVOG_3091	1
euVOG_3092	1
euVOG_3093	1
euVOG_3094	1
euVOG_3095	1
euVOG_3096	1
euVOG_3097	1
euVOG_3098	1
euVOG_31	1
euVOG_310	1
euVOG_3101	1
euVOG_3102	1
euVOG_3104	1
euVOG_3105	1
euVOG_3106	1
euVOG_3107	1
euVOG_3108	1
euVOG_3109	1
euVOG_311	1
euVOG_3110	1
euVOG_3111	1
euVOG_3112	1
euVOG_3113	1
euVOG_3115	1
euVOG_3118	1
euVOG_3119	1
euVOG_3121	1
euVOG_3123	1
euVOG_3124	1
euVOG_3125	1
euVOG_3126	1
euVOG_3127	1
euVOG_3128	1
euVOG_3129	1
euVOG_313	1
euVOG_3130	1
euVOG_3131	1
euVOG_3133	1
euVOG_3136	1
euVOG_3137	1
euVOG_3138	1
euVOG_3139	1
euVOG_314	1
euVOG_3140	1
euVOG_3141	1
euVOG_3144	1
euVOG_3145	1
euVOG_3146	1
euVOG_3147	1
euVOG_3149	1
euVOG_3150	1
euVOG_3151	1
euVOG_3152	1
euVOG_3153	1
euVOG_3154	1
euVOG_3156	1
euVOG_3157	1
euVOG_3158	1
euVOG_3159	1
euVOG_3160	1
euVOG_3161	1
euVOG_3162	1
euVOG_3164	1
euVOG_3165	1
euVOG_3166	1
euVOG_3167	1
euVOG_3168	1
euVOG_3169	1
euVOG_317	1
euVOG_3170	1
euVOG_3171	1
euVOG_3172	1
euVOG_3173	1
euVOG_3174	1
euVOG_3175	1
euVOG_3176	1
euVOG_3179	1
euVOG_318	1
euVOG_3180	1
euVOG_3181	1
euVOG_3183	1
euVOG_3184	1
euVOG_3185	1
euVOG_3186	1
euVOG_3187	1
euVOG_3188	1
euVOG_3189	1
euVOG_3191	1
euVOG_3192	1
euVOG_3193	1
euVOG_3194	1
euVOG_3195	1
euVOG_3196	1
euVOG_32	1
euVOG_320	1
euVOG_3200	1
euVOG_3204	1
euVOG_3205	1
euVOG_3207	1
euVOG_3208	1
euVOG_321	1
euVOG_3210	1
euVOG_3211	1
euVOG_3212	1
euVOG_3213	1
euVOG_3214	1
euVOG_3215	1
euVOG_3216	1
euVOG_3217	1
euVOG_3219	1
euVOG_322	1
euVOG_3220	1
euVOG_3222	1
euVOG_3223	1
euVOG_3224	1
euVOG_3225	1
euVOG_3226	1
euVOG_3227	1
euVOG_3228	1
euVOG_3229	1
euVOG_323	1
euVOG_3231	1
euVOG_3232	1
euVOG_3233	1
euVOG_3234	1
euVOG_3235	1
euVOG_3236	1
euVOG_3237	1
euVOG_3238	1
euVOG_324	1
euVOG_3240	1
euVOG_3242	1
euVOG_3243	1
euVOG_3244	1
euVOG_3245	1
euVOG_3247	1
euVOG_3248	1
euVOG_3249	1
euVOG_325	1
euVOG_3250	1
euVOG_3252	1
euVOG_3254	1
euVOG_3255	1
euVOG_3256	1
euVOG_3257	1
euVOG_3258	1
euVOG_3259	1
euVOG_326	1
euVOG_3261	1
euVOG_3262	1
euVOG_3263	1
euVOG_3266	1
euVOG_3267	1
euVOG_3268	1
euVOG_3269	1
euVOG_327	1
euVOG_3270	1
euVOG_3272	1
euVOG_3273	1
euVOG_3274	1
euVOG_3275	1
euVOG_3277	1
euVOG_3279	1
euVOG_328	1
euVOG_3280	1
euVOG_3281	1
euVOG_3282	1
euVOG_3283	1
euVOG_3284	1
euVOG_3286	1
euVOG_3287	1
euVOG_3288	1
euVOG_3289	1
euVOG_3290	1
euVOG_3292	1
euVOG_3293	1
euVOG_3295	1
euVOG_3296	1
euVOG_3297	1
euVOG_3298	1
euVOG_3299	1
euVOG_33	1
euVOG_3300	1
euVOG_3301	1
euVOG_3302	1
euVOG_3303	1
euVOG_3304	1
euVOG_3305	1
euVOG_3306	1
euVOG_3308	1
euVOG_3309	1
euVOG_3311	1
euVOG_3312	1
euVOG_3313	1
euVOG_3315	1
euVOG_3316	1
euVOG_3317	1
euVOG_3318	1
euVOG_3319	1
euVOG_332	1
euVOG_3320	1
euVOG_3321	1
euVOG_3322	1
euVOG_3324	1
euVOG_3325	1
euVOG_3326	1
euVOG_3327	1
euVOG_3329	1
euVOG_333	1
euVOG_3330	1
euVOG_3331	1
euVOG_3332	1
euVOG_3333	1
euVOG_3334	1
euVOG_3335	1
euVOG_3336	1
euVOG_3337	1
euVOG_3338	1
euVOG_3339	1
euVOG_334	1
euVOG_3343	1
euVOG_3344	1
euVOG_3345	1
euVOG_3346	1
euVOG_3347	1
euVOG_3348	1
euVOG_3349	1
euVOG_3350	1
euVOG_3351	1
euVOG_3352	1
euVOG_3354	1
euVOG_3355	1
euVOG_3356	1
euVOG_3357	1
euVOG_3358	1
euVOG_3359	1
euVOG_336	1
euVOG_3361	1
euVOG_3362	1
euVOG_3363	1
euVOG_3366	1
euVOG_3367	1
euVOG_3368	1
euVOG_3369	1
euVOG_337	1
euVOG_3370	1
euVOG_3371	1
euVOG_3372	1
euVOG_3373	1
euVOG_3374	1
euVOG_3375	1
euVOG_3376	1
euVOG_3377	1
euVOG_3378	1
euVOG_3379	1
euVOG_338	1
euVOG_3381	1
euVOG_3382	1
euVOG_3383	1
euVOG_3384	1
euVOG_3385	1
euVOG_3386	1
euVOG_3387	1
euVOG_3388	1
euVOG_3389	1
euVOG_339	1
euVOG_3390	1
euVOG_3391	1
euVOG_3392	1
euVOG_3394	1
euVOG_3395	1
euVOG_3396	1
euVOG_3397	1
euVOG_3398	1
euVOG_3399	1
euVOG_34	1
euVOG_340	1
euVOG_3401	1
euVOG_3402	1
euVOG_3403	1
euVOG_3404	1
euVOG_3405	1
euVOG_3406	1
euVOG_3407	1
euVOG_3408	1
euVOG_3409	1
euVOG_341	1
euVOG_3411	1
euVOG_3412	1
euVOG_3413	1
euVOG_3414	1
euVOG_3415	1
euVOG_3416	1
euVOG_3417	1
euVOG_3418	1
euVOG_3419	1
euVOG_342	1
euVOG_3420	1
euVOG_3421	1
euVOG_3422	1
euVOG_3423	1
euVOG_3424	1
euVOG_3425	1
euVOG_3427	1
euVOG_3428	1
euVOG_3429	1
euVOG_343	1
euVOG_3430	1
euVOG_3431	1
euVOG_3432	1
euVOG_3434	1
euVOG_3437	1
euVOG_3438	1
euVOG_3439	1
euVOG_344	1
euVOG_3440	1
euVOG_3441	1
euVOG_3443	1
euVOG_3444	1
euVOG_3445	1
euVOG_3446	1
euVOG_3447	1
euVOG_3449	1
euVOG_345	1
euVOG_3450	1
euVOG_3451	1
euVOG_3452	1
euVOG_3453	1
euVOG_3454	1
euVOG_3455	1
euVOG_3456	1
euVOG_3457	1
euVOG_3458	1
euVOG_3459	1
euVOG_3461	1
euVOG_3462	1
euVOG_3463	1
euVOG_3464	1
euVOG_3465	1
euVOG_3466	1
euVOG_3467	1
euVOG_3468	1
euVOG_3469	1
euVOG_3470	1
euVOG_3471	1
euVOG_3472	1
euVOG_3473	1
euVOG_3474	1
euVOG_3475	1
euVOG_3476	1
euVOG_3477	1
euVOG_3478	1
euVOG_3479	1
euVOG_348	1
euVOG_3481	1
euVOG_3483	1
euVOG_3484	1
euVOG_3485	1
euVOG_3486	1
euVOG_3487	1
euVOG_3488	1
euVOG_3489	1
euVOG_349	1
euVOG_3490	1
euVOG_3491	1
euVOG_3492	1
euVOG_3493	1
euVOG_3494	1
euVOG_3495	1
euVOG_3496	1
euVOG_3497	1
euVOG_3499	1
euVOG_35	1
euVOG_350	1
euVOG_3500	1
euVOG_3501	1
euVOG_3502	1
euVOG_3503	1
euVOG_3505	1
euVOG_3506	1
euVOG_3507	1
euVOG_3508	1
euVOG_351	1
euVOG_3511	1
euVOG_3512	1
euVOG_3513	1
euVOG_3514	1
euVOG_3516	1
euVOG_3517	1
euVOG_3518	1
euVOG_3519	1
euVOG_352	1
euVOG_3520	1
euVOG_3521	1
euVOG_3522	1
euVOG_3523	1
euVOG_3524	1
euVOG_3525	1
euVOG_3526	1
euVOG_3527	1
euVOG_3528	1
euVOG_3529	1
euVOG_3530	1
euVOG_3531	1
euVOG_3532	1
euVOG_3533	1
euVOG_3534	1
euVOG_3535	1
euVOG_3536	1
euVOG_3537	1
euVOG_3538	1
euVOG_3539	1
euVOG_354	1
euVOG_3540	1
euVOG_3541	1
euVOG_3542	1
euVOG_3543	1
euVOG_3544	1
euVOG_3545	1
euVOG_3546	1
euVOG_3547	1
euVOG_3548	1
euVOG_3549	1
euVOG_3551	1
euVOG_3552	1
euVOG_3553	1
euVOG_3554	1
euVOG_3555	1
euVOG_3556	1
euVOG_3557	1
euVOG_3558	1
euVOG_3559	1
euVOG_356	1
euVOG_3560	1
euVOG_3562	1
euVOG_3563	1
euVOG_3564	1
euVOG_3565	1
euVOG_3566	1
euVOG_3567	1
euVOG_3568	1
euVOG_3569	1
euVOG_357	1
euVOG_3570	1
euVOG_3571	1
euVOG_3572	1
euVOG_3573	1
euVOG_3574	1
euVOG_3575	1
euVOG_3576	1
euVOG_3577	1
euVOG_3578	1
euVOG_3579	1
euVOG_358	1
euVOG_3580	1
euVOG_3581	1
euVOG_3582	1
euVOG_3583	1
euVOG_3584	1
euVOG_3585	1
euVOG_3586	1
euVOG_3587	1
euVOG_3588	1
euVOG_3589	1
euVOG_359	1
euVOG_3590	1
euVOG_3591	1
euVOG_3592	1
euVOG_3593	1
euVOG_3594	1
euVOG_3595	1
euVOG_3596	1
euVOG_3598	1
euVOG_3599	1
euVOG_36	1
euVOG_360	1
euVOG_3603	1
euVOG_3604	1
euVOG_3605	1
euVOG_3606	1
euVOG_3607	1
euVOG_3608	1
euVOG_3609	1
euVOG_361	1
euVOG_3610	1
euVOG_3611	1
euVOG_3612	1
euVOG_3613	1
euVOG_3614	1
euVOG_3615	1
euVOG_3616	1
euVOG_3617	1
euVOG_3618	1
euVOG_3619	1
euVOG_3620	1
euVOG_3621	1
euVOG_3622	1
euVOG_3623	1
euVOG_3624	1
euVOG_3625	1
euVOG_3627	1
euVOG_3628	1
euVOG_3629	1
euVOG_363	1
euVOG_3630	1
euVOG_3631	1
euVOG_3633	1
euVOG_3634	1
euVOG_3637	1
euVOG_3638	1
euVOG_3639	1
euVOG_364	1
euVOG_3641	1
euVOG_3642	1
euVOG_3643	1
euVOG_3644	1
euVOG_3645	1
euVOG_3646	1
euVOG_3647	1
euVOG_3648	1
euVOG_3649	1
euVOG_365	1
euVOG_3650	1
euVOG_3651	1
euVOG_3653	1
euVOG_3654	1
euVOG_3656	1
euVOG_3657	1
euVOG_3658	1
euVOG_3659	1
euVOG_366	1
euVOG_3660	1
euVOG_3661	1
euVOG_3662	1
euVOG_3663	1
euVOG_3664	1
euVOG_3665	1
euVOG_3666	1
euVOG_3667	1
euVOG_3668	1
euVOG_3669	1
euVOG_367	1
euVOG_3670	1
euVOG_3671	1
euVOG_3672	1
euVOG_3673	1
euVOG_3675	1
euVOG_3676	1
euVOG_3678	1
euVOG_3679	1
euVOG_368	1
euVOG_3682	1
euVOG_3683	1
euVOG_3684	1
euVOG_3685	1
euVOG_3686	1
euVOG_3687	1
euVOG_3688	1
euVOG_3689	1
euVOG_369	1
euVOG_3690	1
euVOG_3691	1
euVOG_3692	1
euVOG_3693	1
euVOG_3694	1
euVOG_3695	1
euVOG_3696	1
euVOG_3697	1
euVOG_3698	1
euVOG_3699	1
euVOG_3700	1
euVOG_3701	1
euVOG_3702	1
euVOG_3703	1
euVOG_3704	1
euVOG_3705	1
euVOG_3706	1
euVOG_3707	1
euVOG_3708	1
euVOG_3709	1
euVOG_371	1
euVOG_3710	1
euVOG_3711	1
euVOG_3712	1
euVOG_3713	1
euVOG_3714	1
euVOG_3715	1
euVOG_3716	1
euVOG_3717	1
euVOG_3718	1
euVOG_3719	1
euVOG_372	1
euVOG_3720	1
euVOG_3721	1
euVOG_3722	1
euVOG_3723	1
euVOG_3724	1
euVOG_3725	1
euVOG_3726	1
euVOG_3727	1
euVOG_3728	1
euVOG_3729	1
euVOG_373	1
euVOG_3730	1
euVOG_3731	1
euVOG_3732	1
euVOG_3733	1
euVOG_3734	1
euVOG_3735	1
euVOG_3736	1
euVOG_3737	1
euVOG_3738	1
euVOG_3739	1
euVOG_374	1
euVOG_3740	1
euVOG_3742	1
euVOG_3744	1
euVOG_3745	1
euVOG_3746	1
euVOG_3748	1
euVOG_3749	1
euVOG_375	1
euVOG_3750	1
euVOG_3751	1
euVOG_3752	1
euVOG_3753	1
euVOG_3754	1
euVOG_3756	1
euVOG_3757	1
euVOG_3758	1
euVOG_3759	1
euVOG_376	1
euVOG_3760	1
euVOG_3761	1
euVOG_3762	1
euVOG_3763	1
euVOG_3764	1
euVOG_3766	1
euVOG_3767	1
euVOG_3768	1
euVOG_3769	1
euVOG_377	1
euVOG_3771	1
euVOG_3772	1
euVOG_3773	1
euVOG_3774	1
euVOG_3775	1
euVOG_3776	1
euVOG_3777	1
euVOG_3778	1
euVOG_3779	1
euVOG_378	1
euVOG_3780	1
euVOG_3781	1
euVOG_3783	1
euVOG_3784	1
euVOG_3785	1
euVOG_3786	1
euVOG_3787	1
euVOG_3788	1
euVOG_3789	1
euVOG_379	1
euVOG_3790	1
euVOG_3791	1
euVOG_3792	1
euVOG_3793	1
euVOG_3794	1
euVOG_3795	1
euVOG_3796	1
euVOG_3797	1
euVOG_3798	1
euVOG_3799	1
euVOG_38	1
euVOG_380	1
euVOG_3800	1
euVOG_3801	1
euVOG_3802	1
euVOG_3803	1
euVOG_3804	1
euVOG_3805	1
euVOG_3806	1
euVOG_3807	1
euVOG_3808	1
euVOG_3809	1
euVOG_381	1
euVOG_3811	1
euVOG_3813	1
euVOG_3814	1
euVOG_3815	1
euVOG_3816	1
euVOG_3818	1
euVOG_3819	1
euVOG_382	1
euVOG_3820	1
euVOG_3821	1
euVOG_3822	1
euVOG_3823	1
euVOG_3824	1
euVOG_3825	1
euVOG_3827	1
euVOG_3829	1
euVOG_383	1
euVOG_3831	1
euVOG_3832	1
euVOG_3833	1
euVOG_3834	1
euVOG_3835	1
euVOG_3836	1
euVOG_3837	1
euVOG_3838	1
euVOG_3839	1
euVOG_384	1
euVOG_3840	1
euVOG_3841	1
euVOG_3842	1
euVOG_3843	1
euVOG_3844	1
euVOG_3845	1
euVOG_3847	1
euVOG_3849	1
euVOG_385	1
euVOG_3850	1
euVOG_3851	1
euVOG_3852	1
euVOG_3853	1
euVOG_3854	1
euVOG_3855	1
euVOG_3856	1
euVOG_3857	1
euVOG_3858	1
euVOG_3859	1
euVOG_3860	1
euVOG_3861	1
euVOG_3862	1
euVOG_3864	1
euVOG_3865	1
euVOG_3866	1
euVOG_3867	1
euVOG_3868	1
euVOG_3869	1
euVOG_3870	1
euVOG_3871	1
euVOG_3872	1
euVOG_3873	1
euVOG_3874	1
euVOG_3875	1
euVOG_3876	1
euVOG_3877	1
euVOG_3878	1
euVOG_3879	1
euVOG_388	1
euVOG_3880	1
euVOG_3881	1
euVOG_3882	1
euVOG_3883	1
euVOG_3884	1
euVOG_3885	1
euVOG_3886	1
euVOG_3887	1
euVOG_3888	1
euVOG_3889	1
euVOG_389	1
euVOG_3890	1
euVOG_3891	1
euVOG_3892	1
euVOG_3893	1
euVOG_3894	1
euVOG_3895	1
euVOG_3896	1
euVOG_3897	1
euVOG_3898	1
euVOG_3899	1
euVOG_39	1
euVOG_390	1
euVOG_3900	1
euVOG_3901	1
euVOG_3902	1
euVOG_3903	1
euVOG_3904	1
euVOG_3905	1
euVOG_3906	1
euVOG_3907	1
euVOG_3908	1
euVOG_3909	1
euVOG_391	1
euVOG_3910	1
euVOG_3911	1
euVOG_3913	1
euVOG_3914	1
euVOG_3915	1
euVOG_3917	1
euVOG_3918	1
euVOG_392	1
euVOG_3920	1
euVOG_3921	1
euVOG_3924	1
euVOG_3925	1
euVOG_3926	1
euVOG_3928	1
euVOG_393	1
euVOG_3932	1
euVOG_3933	1
euVOG_3934	1
euVOG_3935	1
euVOG_3936	1
euVOG_3937	1
euVOG_3938	1
euVOG_3939	1
euVOG_3940	1
euVOG_3941	1
euVOG_3942	1
euVOG_3943	1
euVOG_3944	1
euVOG_3945	1
euVOG_3946	1
euVOG_3947	1
euVOG_3948	1
euVOG_3949	1
euVOG_395	1
euVOG_3950	1
euVOG_3951	1
euVOG_3952	1
euVOG_3953	1
euVOG_3954	1
euVOG_3955	1
euVOG_3957	1
euVOG_3959	1
euVOG_396	1
euVOG_3960	1
euVOG_3961	1
euVOG_3962	1
euVOG_3964	1
euVOG_3965	1
euVOG_3966	1
euVOG_3967	1
euVOG_3968	1
euVOG_3969	1
euVOG_397	1
euVOG_3970	1
euVOG_3971	1
euVOG_3972	1
euVOG_3973	1
euVOG_3974	1
euVOG_3975	1
euVOG_3976	1
euVOG_3977	1
euVOG_3979	1
euVOG_398	1
euVOG_3980	1
euVOG_3981	1
euVOG_3982	1
euVOG_3983	1
euVOG_3984	1
euVOG_3985	1
euVOG_3986	1
euVOG_3987	1
euVOG_3988	1
euVOG_3989	1
euVOG_399	1
euVOG_3990	1
euVOG_3991	1
euVOG_3992	1
euVOG_3993	1
euVOG_3995	1
euVOG_3996	1
euVOG_3997	1
euVOG_3998	1
euVOG_3999	1
euVOG_40	1
euVOG_4001	1
euVOG_4002	1
euVOG_4003	1
euVOG_4004	1
euVOG_4005	1
euVOG_4006	1
euVOG_4007	1
euVOG_4008	1
euVOG_4009	1
euVOG_401	1
euVOG_4010	1
euVOG_4011	1
euVOG_4012	1
euVOG_4013	1
euVOG_4014	1
euVOG_4015	1
euVOG_4016	1
euVOG_4018	1
euVOG_4019	1
euVOG_402	1
euVOG_4020	1
euVOG_4021	1
euVOG_4022	1
euVOG_4023	1
euVOG_4024	1
euVOG_4025	1
euVOG_4026	1
euVOG_4027	1
euVOG_4028	1
euVOG_4029	1
euVOG_403	1
euVOG_4030	1
euVOG_4031	1
euVOG_4032	1
euVOG_4033	1
euVOG_4034	1
euVOG_4035	1
euVOG_4036	1
euVOG_4037	1
euVOG_4038	1
euVOG_404	1
euVOG_4040	1
euVOG_4041	1
euVOG_4043	1
euVOG_4044	1
euVOG_4045	1
euVOG_4046	1
euVOG_4048	1
euVOG_405	1
euVOG_4050	1
euVOG_4051	1
euVOG_4052	1
euVOG_4053	1
euVOG_4054	1
euVOG_4055	1
euVOG_4056	1
euVOG_4057	1
euVOG_4058	1
euVOG_4059	1
euVOG_406	1
euVOG_4060	1
euVOG_4061	1
euVOG_4062	1
euVOG_4064	1
euVOG_4065	1
euVOG_4066	1
euVOG_4067	1
euVOG_4068	1
euVOG_4069	1
euVOG_407	1
euVOG_4070	1
euVOG_4071	1
euVOG_4072	1
euVOG_4073	1
euVOG_4074	1
euVOG_4075	1
euVOG_4076	1
euVOG_4077	1
euVOG_4078	1
euVOG_4079	1
euVOG_408	1
euVOG_4080	1
euVOG_4082	1
euVOG_4083	1
euVOG_4084	1
euVOG_4085	1
euVOG_4086	1
euVOG_4089	1
euVOG_409	1
euVOG_4090	1
euVOG_4091	1
euVOG_4092	1
euVOG_4093	1
euVOG_4094	1
euVOG_4095	1
euVOG_4096	1
euVOG_4097	1
euVOG_4098	1
euVOG_4099	1
euVOG_41	1
euVOG_410	1
euVOG_4100	1
euVOG_4101	1
euVOG_4102	1
euVOG_4103	1
euVOG_4104	1
euVOG_4105	1
euVOG_4106	1
euVOG_4107	1
euVOG_4108	1
euVOG_4109	1
euVOG_4110	1
euVOG_4112	1
euVOG_4114	1
euVOG_4115	1
euVOG_4118	1
euVOG_4119	1
euVOG_412	1
euVOG_4120	1
euVOG_4121	1
euVOG_4123	1
euVOG_4124	1
euVOG_4125	1
euVOG_4127	1
euVOG_4128	1
euVOG_4129	1
euVOG_413	1
euVOG_4130	1
euVOG_4131	1
euVOG_4132	1
euVOG_4133	1
euVOG_4134	1
euVOG_4135	1
euVOG_4136	1
euVOG_4138	1
euVOG_4139	1
euVOG_414	1
euVOG_4141	1
euVOG_4142	1
euVOG_4143	1
euVOG_4144	1
euVOG_4145	1
euVOG_4146	1
euVOG_4147	1
euVOG_4148	1
euVOG_4149	1
euVOG_415	1
euVOG_4150	1
euVOG_4151	1
euVOG_4152	1
euVOG_4153	1
euVOG_4154	1
euVOG_4157	1
euVOG_4159	1
euVOG_416	1
euVOG_4160	1
euVOG_4161	1
euVOG_4162	1
euVOG_4163	1
euVOG_4164	1
euVOG_4165	1
euVOG_4166	1
euVOG_4167	1
euVOG_4168	1
euVOG_4169	1
euVOG_417	1
euVOG_4170	1
euVOG_4171	1
euVOG_4172	1
euVOG_4173	1
euVOG_4174	1
euVOG_4175	1
euVOG_4176	1
euVOG_4177	1
euVOG_4179	1
euVOG_418	1
euVOG_4180	1
euVOG_4181	1
euVOG_4182	1
euVOG_4183	1
euVOG_4184	1
euVOG_4185	1
euVOG_4186	1
euVOG_4187	1
euVOG_4188	1
euVOG_4189	1
euVOG_4190	1
euVOG_4191	1
euVOG_4192	1
euVOG_4193	1
euVOG_4194	1
euVOG_4195	1
euVOG_4196	1
euVOG_4198	1
euVOG_420	1
euVOG_4200	1
euVOG_4201	1
euVOG_4202	1
euVOG_4203	1
euVOG_4204	1
euVOG_4205	1
euVOG_4206	1
euVOG_4207	1
euVOG_4208	1
euVOG_4209	1
euVOG_421	1
euVOG_4210	1
euVOG_4211	1
euVOG_4213	1
euVOG_4214	1
euVOG_4215	1
euVOG_4216	1
euVOG_422	1
euVOG_4220	1
euVOG_4221	1
euVOG_4222	1
euVOG_4223	1
euVOG_4224	1
euVOG_4225	1
euVOG_4227	1
euVOG_4228	1
euVOG_4229	1
euVOG_423	1
euVOG_4230	1
euVOG_4231	1
euVOG_4232	1
euVOG_4233	1
euVOG_4234	1
euVOG_4236	1
euVOG_4237	1
euVOG_4238	1
euVOG_4239	1
euVOG_424	1
euVOG_4240	1
euVOG_4241	1
euVOG_4242	1
euVOG_4244	1
euVOG_4245	1
euVOG_4246	1
euVOG_4247	1
euVOG_4248	1
euVOG_4249	1
euVOG_425	1
euVOG_4250	1
euVOG_4251	1
euVOG_4252	1
euVOG_4253	1
euVOG_4254	1
euVOG_4255	1
euVOG_4256	1
euVOG_4257	1
euVOG_4258	1
euVOG_4259	1
euVOG_426	1
euVOG_4260	1
euVOG_4261	1
euVOG_4263	1
euVOG_4264	1
euVOG_4265	1
euVOG_4266	1
euVOG_4267	1
euVOG_4268	1
euVOG_4269	1
euVOG_427	1
euVOG_4270	1
euVOG_4271	1
euVOG_4272	1
euVOG_4273	1
euVOG_4274	1
euVOG_4275	1
euVOG_4276	1
euVOG_4277	1
euVOG_4279	1
euVOG_4280	1
euVOG_4281	1
euVOG_4282	1
euVOG_4283	1
euVOG_4284	1
euVOG_4285	1
euVOG_4286	1
euVOG_4287	1
euVOG_4288	1
euVOG_4289	1
euVOG_429	1
euVOG_4290	1
euVOG_4291	1
euVOG_4292	1
euVOG_4293	1
euVOG_4294	1
euVOG_4296	1
euVOG_4297	1
euVOG_4299	1
euVOG_43	1
euVOG_430	1
euVOG_4300	1
euVOG_4302	1
euVOG_4303	1
euVOG_4304	1
euVOG_4305	1
euVOG_4306	1
euVOG_4307	1
euVOG_4308	1
euVOG_4309	1
euVOG_431	1
euVOG_4310	1
euVOG_4311	1
euVOG_4312	1
euVOG_4313	1
euVOG_4314	1
euVOG_4316	1
euVOG_4317	1
euVOG_4318	1
euVOG_4319	1
euVOG_432	1
euVOG_4320	1
euVOG_4321	1
euVOG_4322	1
euVOG_4323	1
euVOG_4324	1
euVOG_4325	1
euVOG_4328	1
euVOG_433	1
euVOG_4330	1
euVOG_4332	1
euVOG_4333	1
euVOG_4334	1
euVOG_4335	1
euVOG_4336	1
euVOG_4337	1
euVOG_4338	1
