#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
YP_001604287.1_putative_helicase_[Acidianus_filamentous_virus_8]                       -          euVOG_600            -              0.024   10.9   0.0     0.037   10.3   0.0   1.2   1   0   0   1   1   1   0 -
CAJ31499.1_putative_helicase_[Acidianus_filamentous_virus_3_partial_viral_genome]      -          euVOG_600            -              0.027   10.8   0.0     0.043   10.1   0.0   1.2   1   0   0   1   1   1   0 -
YP_001604351.1_putative_helicase_[Acidianus_filamentous_virus_3]                       -          euVOG_600            -              0.027   10.8   0.0     0.043   10.1   0.0   1.2   1   0   0   1   1   1   0 -
CAJ31623.1_putative_helicase_[Acidianus_filamentous_virus_7_partial_viral_genome]      -          euVOG_600            -              0.069    9.4   0.0      0.11    8.8   0.0   1.2   1   0   0   1   1   1   0 -
YP_001604228.1_putative_helicase_[Acidianus_filamentous_virus_7]                       -          euVOG_600            -              0.069    9.4   0.0      0.11    8.8   0.0   1.2   1   0   0   1   1   1   0 -
AAL27718.1_putative_helicase_[Sulfolobus_islandicus_filamentous_virus_partial_genome.] -          euVOG_600            -              0.084    9.2   0.0      0.11    8.7   0.0   1.1   1   0   0   1   1   1   0 -
NP_445672.1_putative_helicase_[Sulfolobus_islandicus_filamentous_virus]                -          euVOG_600            -              0.084    9.2   0.0      0.11    8.7   0.0   1.1   1   0   0   1   1   1   0 -
YP_009230219.1_hypothetical_protein_[Acidianus_rod-shaped_virus_2]                        -          euVOG_5456           -             0.0017   16.9   0.1    0.0022   16.6   0.1   1.2   1   0   0   1   1   1   1 -
AGC34419.1_hypothetical_protein_[Halovirus_HVTV-1_complete_genome.] -          euVOG_7594           -               0.16   10.8   1.4      0.24   10.3   1.4   1.3   1   0   0   1   1   1   0 -
YP_007378955.1_hypothetical_protein_HVTV1_49_[Halovirus_HVTV-1]     -          euVOG_7594           -               0.16   10.8   1.4      0.24   10.3   1.4   1.3   1   0   0   1   1   1   0 -
YP_008059094.1_hypothetical_protein_HCTV5_52_[Halovirus_HCTV-5]     -          euVOG_7594           -               0.16   10.8   1.4      0.26   10.2   1.4   1.3   1   0   0   1   1   1   0 -
AGC65565.1_hypothetical_protein_[Halovirus_PH1_complete_genome.]                -          euVOG_7156           -              0.053   11.8   0.0     0.057   11.7   0.0   1.0   1   0   0   1   1   1   0 -
YP_007761629.1_hypothetical_protein_HhPH1_gp40_[Haloarcula_hispanica_virus_PH1] -          euVOG_7156           -              0.053   11.8   0.0     0.057   11.7   0.0   1.0   1   0   0   1   1   1   0 -
YP_009226261.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3]                         -          euVOG_1193           -            0.00058   17.6   2.4    0.0007   17.4   2.4   1.1   1   0   0   1   1   1   1 -
YP_009219243.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2]                         -          euVOG_1193           -             0.0014   16.4   1.9    0.0017   16.1   1.9   1.3   1   0   0   1   1   1   1 -
CDF81355.1_conserved_archaeal_viral_protein_[Sulfolobus_monocaudavirus_SMV1_complete_genome] -          euVOG_1193           -             0.0049   14.6   2.0    0.0061   14.3   2.0   1.2   1   0   0   1   1   1   1 -
YP_009008095.1_conserved_archaeal_viral_protein_[Sulfolobus_monocaudavirus_SMV1]             -          euVOG_1193           -             0.0049   14.6   2.0    0.0061   14.3   2.0   1.2   1   0   0   1   1   1   1 -
ACZ35803.1_unknown_[Acidianus_spindle-shaped_virus_1_complete_genome.] -          euVOG_7096           -             0.0017   16.6   0.7     0.002   16.4   0.7   1.1   1   0   0   1   1   1   1 -
YP_003331423.1_hypothetical_protein_[Acidianus_spindle-shaped_virus_1] -          euVOG_7096           -             0.0017   16.6   0.7     0.002   16.4   0.7   1.1   1   0   0   1   1   1   1 -
ADJ54228.1_hypothetical_protein_[Hyperthermophilic_Archaeal_Virus_1_complete_genome.] -          euVOG_5161           -              0.012   14.3   0.9     0.013   14.1   0.9   1.2   1   0   0   1   1   1   0 -
YP_003773403.1_hypothetical_protein_HAV1_gp05_[Hyperthermophilic_Archaeal_Virus_1]    -          euVOG_5161           -              0.012   14.3   0.9     0.013   14.1   0.9   1.2   1   0   0   1   1   1   0 -
YP_009008691.1_gp5_[Haloarcula_hispanica_pleomorphic_virus_2] -          euVOG_6908           -                2.8    5.1  10.6       4.1    4.6  10.6   1.2   1   0   0   1   1   1   0 -
CAH04255.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          euVOG_6683           -              0.011   13.8   3.5     0.012   13.7   3.5   1.1   1   0   0   1   1   1   0 -
YP_077265.1_hypothetical_protein_STSV1pORF72_[Sulfolobus_virus_STSV1]                                  -          euVOG_6683           -              0.011   13.8   3.5     0.012   13.7   3.5   1.1   1   0   0   1   1   1   0 -
CAG25642.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome] -          euVOG_2879           -              0.046   13.0   0.0     0.078   12.3   0.0   1.4   1   0   0   1   1   1   0 -
YP_015544.1_hypothetical_protein_PyrSV_gp23_[Pyrobaculum_spherical_virus]     -          euVOG_2879           -              0.046   13.0   0.0     0.078   12.3   0.0   1.4   1   0   0   1   1   1   0 -
AAS89069.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]   -          euVOG_6849           -             0.0005   18.9   0.5   0.00053   18.8   0.5   1.0   1   0   0   1   1   1   1 -
YP_024990.1_hypothetical_protein_C67_[Sulfolobus_turreted_icosahedral_virus_1]             -          euVOG_6849           -             0.0005   18.9   0.5   0.00053   18.8   0.5   1.0   1   0   0   1   1   1   1 -
ADF27745.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          euVOG_6849           -              0.053   12.4   0.2     0.078   11.8   0.2   1.2   1   0   0   1   1   1   0 -
YP_003591075.1_hypothetical_protein_STIV2_A259_[Sulfolobus_turreted_icosahedral_virus_2]   -          euVOG_6849           -              0.053   12.4   0.2     0.078   11.8   0.2   1.2   1   0   0   1   1   1   0 -
YP_009272975.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_3]                        -          euVOG_1764           -             0.0033   14.2   0.6    0.0035   14.1   0.6   1.0   1   0   0   1   1   1   1 -
CAC93978.1_hypothetical_protein_[Sulfolobus_virus_SIRV-1_complete_viral_genome]                -          euVOG_1764           -              0.011   12.5   1.4     0.011   12.5   1.4   1.0   1   0   0   1   1   1   0 -
CAG38842.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          euVOG_1764           -              0.011   12.5   1.4     0.011   12.5   1.4   1.0   1   0   0   1   1   1   0 -
NP_666611.1_hypothetical_protein_SIRV1gp23_[Sulfolobus_islandicus_rod-shaped_virus_1]          -          euVOG_1764           -              0.011   12.5   1.4     0.011   12.5   1.4   1.0   1   0   0   1   1   1   0 -
AFU92023.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                      -          euVOG_1764           -              0.043   10.5   4.8     0.052   10.3   4.8   1.0   1   0   0   1   1   1   0 -
YP_007348288.1_hypothetical_protein_STSV2_44_[Sulfolobus_virus_STSV2]                          -          euVOG_1764           -              0.043   10.5   4.8     0.052   10.3   4.8   1.0   1   0   0   1   1   1   0 -
YP_008058680.1_hypothetical_protein_HRTV8_118_[Halovirus_HRTV-8]                                             -          euVOG_1621           -               0.03   12.1   0.1     0.033   12.0   0.1   1.0   1   0   0   1   1   1   0 -
YP_008058498.1_trimeric_dUTPase_[Halovirus_HRTV-5]                                                           -          euVOG_1621           -              0.041   11.7   0.0     0.046   11.5   0.0   1.1   1   0   0   1   1   1   0 -
YP_008058554.1_hypothetical_protein_HRTV5_110_[Halovirus_HRTV-5]                                             -          euVOG_1621           -              0.048   11.4   0.1     0.053   11.3   0.1   1.0   1   0   0   1   1   1   0 -
YP_008058613.1_trimeric_dUTPase_[Halovirus_HRTV-8]                                                           -          euVOG_1621           -               0.07   10.9   0.0     0.086   10.6   0.0   1.1   1   0   0   1   1   1   0 -
AAL54979.1_deaminase_protein_deoxycytidine_triphosphate-like_protein_[Halorubrum_phage_HF2_complete_genome.] -          euVOG_1621           -               0.11   10.3   0.0      0.15    9.8   0.0   1.1   1   0   0   1   1   1   0 -
AAO61356.1_similar_to_dCTP_deaminases_[Halovirus_HF1_complete_genome.]                                       -          euVOG_1621           -               0.11   10.3   0.0      0.15    9.8   0.0   1.1   1   0   0   1   1   1   0 -
NP_542557.1_deaminase_protein_deoxycytidine_triphosphate-like_protein_[Halorubrum_phage_HF2]                 -          euVOG_1621           -               0.11   10.3   0.0      0.15    9.8   0.0   1.1   1   0   0   1   1   1   0 -
NP_861645.1_similar_to_dCTP_deaminases_[Halovirus_HF1]                                                       -          euVOG_1621           -               0.11   10.3   0.0      0.15    9.8   0.0   1.1   1   0   0   1   1   1   0 -
CAD98933.1_hypothetical_protein_[Acidianus_filamentus_virus_1_complete_genome] -          euVOG_5714           -              0.022   12.7   0.0     0.022   12.6   0.0   1.0   1   0   0   1   1   1   0 -
YP_003729.1_hypothetical_protein_AFV1_ORF72_[Acidianus_filamentous_virus_1]    -          euVOG_5714           -              0.022   12.7   0.0     0.022   12.6   0.0   1.0   1   0   0   1   1   1   0 -
AFD02300.1_VP2_[Haloarcula_hispanica_icosahedral_virus_2_complete_genome.] -          euVOG_5775           -                1.2    5.3   7.8       1.9    4.6   7.8   1.2   1   0   0   1   1   1   0 -
YP_005352805.1_VP2_[Haloarcula_hispanica_icosahedral_virus_2]              -          euVOG_5775           -                1.2    5.3   7.8       1.9    4.6   7.8   1.2   1   0   0   1   1   1   0 -
AFV51244.1_structural_protein_[Sulfolobales_Mexican_rudivirus_1_complete_genome.] -          euVOG_6115           -              0.081   11.9   1.9      0.15   11.1   0.4   2.2   2   0   0   2   2   2   0 -
YP_006990095.1_structural_protein_[Sulfolobales_Mexican_rudivirus_1]              -          euVOG_6115           -              0.081   11.9   1.9      0.15   11.1   0.4   2.2   2   0   0   2   2   2   0 -
AAS89087.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]   -          euVOG_677            -              0.042   11.0  10.0     0.047   10.9  10.0   1.1   1   0   0   1   1   1   0 -
YP_025008.1_hypothetical_protein_A106_[Sulfolobus_turreted_icosahedral_virus_1]            -          euVOG_677            -              0.042   11.0  10.0     0.047   10.9  10.0   1.1   1   0   0   1   1   1   0 -
ADF27772.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          euVOG_788            -                5.2    4.2   7.4       7.9    3.6   7.4   1.2   1   0   0   1   1   1   0 -
YP_003591108.1_hypothetical_protein_STIV2_C510_[Sulfolobus_turreted_icosahedral_virus_2]   -          euVOG_788            -                5.2    4.2   7.4       7.9    3.6   7.4   1.2   1   0   0   1   1   1   0 -
YP_009219958.1_hypothetical_protein_[Sulfolobales_virus_YNP1]                    -          euVOG_3706           -               0.03   12.8   0.3     0.035   12.6   0.3   1.0   1   0   0   1   1   1   0 -
ABP73443.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.] -          euVOG_3706           -              0.035   12.5   0.1     0.037   12.5   0.1   1.0   1   0   0   1   1   1   0 -
YP_001210357.1_hypothetical_protein_ABV_gp53_[Acidianus_bottle-shaped_virus]     -          euVOG_3706           -              0.035   12.5   0.1     0.037   12.5   0.1   1.0   1   0   0   1   1   1   0 -
YP_009362812.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_10] -          euVOG_6026           -              0.026   13.1   0.1     0.044   12.3   0.1   1.4   1   0   0   1   1   1   0 -
YP_009362644.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_5]  -          euVOG_6026           -               0.03   12.9   0.1      0.04   12.5   0.1   1.2   1   0   0   1   1   1   0 -
YP_009362895.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_6]  -          euVOG_6026           -               0.03   12.9   0.1      0.04   12.5   0.1   1.2   1   0   0   1   1   1   0 -
YP_009362949.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4]  -          euVOG_6026           -               0.03   12.9   0.1      0.04   12.5   0.1   1.2   1   0   0   1   1   1   0 -
CAG25620.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome] -          euVOG_855            -             0.0024   17.1   7.8     0.011   15.0   7.8   2.1   1   1   0   1   1   1   1 -
YP_015522.1_hypothetical_protein_PyrSV_gp01_[Pyrobaculum_spherical_virus]     -          euVOG_855            -             0.0024   17.1   7.8     0.011   15.0   7.8   2.1   1   1   0   1   1   1   1 -
YP_008058709.1_hypothetical_protein_HHTV1_19_[Halovirus_HHTV-1]               -          euVOG_855            -               0.56    9.5   5.0      0.13   11.5   0.4   2.3   2   1   0   2   2   2   0 -
YP_008058435.1_hypothetical_protein_HCTV2_73_[Halovirus_HCTV-2]               -          euVOG_855            -                2.5    7.4  10.0       1.7    7.9   1.4   3.0   1   1   1   2   2   2   0 -
ABP73430.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.] -          euVOG_4646           -              0.016   13.4   0.1     0.016   13.4   0.1   1.0   1   0   0   1   1   1   0 -
YP_001210344.1_hypothetical_protein_ABV_gp40_[Acidianus_bottle-shaped_virus]     -          euVOG_4646           -              0.016   13.4   0.1     0.016   13.4   0.1   1.0   1   0   0   1   1   1   0 -
CAJ31689.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          euVOG_509            -              0.015   14.1   0.9     0.016   14.0   0.9   1.1   1   0   0   1   1   1   0 -
YP_001604293.1_hypothetical_protein_AFV8_gp12_[Acidianus_filamentous_virus_8]                  -          euVOG_509            -              0.015   14.1   0.9     0.016   14.0   0.9   1.1   1   0   0   1   1   1   0 -
YP_009230299.1_hypothetical_protein_ATSV_E167_[Acidianus_tailed_spindle_virus] -          euVOG_164            -               0.72    5.7   4.8      0.75    5.6   4.8   1.0   1   0   0   1   1   1   0 -
CAJ31622.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_7_partial_viral_genome] -          euVOG_2756           -             0.0025   16.0   0.7    0.0033   15.6   0.7   1.2   1   0   0   1   1   1   1 -
YP_001604227.1_hypothetical_protein_AFV7_gp03_[Acidianus_filamentous_virus_7]                  -          euVOG_2756           -             0.0025   16.0   0.7    0.0033   15.6   0.7   1.2   1   0   0   1   1   1   1 -
CAJ31562.1_putative_nuclease_[Acidianus_filamentous_virus_6_partial_viral_genome]              -          euVOG_2756           -             0.0027   15.9   0.6    0.0036   15.5   0.6   1.2   1   0   0   1   1   1   1 -
YP_001604166.1_putative_nuclease_[Acidianus_filamentous_virus_6]                               -          euVOG_2756           -             0.0027   15.9   0.6    0.0036   15.5   0.6   1.2   1   0   0   1   1   1   1 -
CAJ31498.1_putative_nuclease_[Acidianus_filamentous_virus_3_partial_viral_genome]              -          euVOG_2756           -             0.0035   15.5   0.4    0.0048   15.1   0.4   1.2   1   0   0   1   1   1   1 -
YP_001604350.1_putative_nuclease_[Acidianus_filamentous_virus_3]                               -          euVOG_2756           -             0.0035   15.5   0.4    0.0048   15.1   0.4   1.2   1   0   0   1   1   1   1 -
CAJ31682.1_putative_nuclease_[Acidianus_filamentous_virus_8_partial_viral_genome]              -          euVOG_2756           -             0.0074   14.5   0.6      0.01   14.0   0.6   1.2   1   0   0   1   1   1   1 -
YP_001604286.1_putative_nuclease_[Acidianus_filamentous_virus_8]                               -          euVOG_2756           -             0.0074   14.5   0.6      0.01   14.0   0.6   1.2   1   0   0   1   1   1   1 -
CAC93965.1_hypothetical_protein_[Sulfolobus_virus_SIRV-1_complete_viral_genome]                -          euVOG_2765           -             0.0096   14.0   0.1       1.4    6.9   0.0   2.0   1   1   1   2   2   2   2 -
CAG38830.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          euVOG_2765           -             0.0096   14.0   0.1       1.4    6.9   0.0   2.0   1   1   1   2   2   2   2 -
NP_666598.1_hypothetical_protein_SIRV1gp10_[Sulfolobus_islandicus_rod-shaped_virus_1]          -          euVOG_2765           -             0.0096   14.0   0.1       1.4    6.9   0.0   2.0   1   1   1   2   2   2   2 -
ABN58506.1_hypothetical_protein_[Pyrococcus_abyssi_virus_1_complete_genome.]               -          euVOG_6660           -            0.00059   18.9   2.2      0.75    9.0   0.0   3.2   2   1   1   3   3   3   2 -
YP_009230314.1_glycosyltransferase_[Acidianus_tailed_spindle_virus]                        -          euVOG_6660           -              0.004   16.3   0.0       0.5    9.5   0.0   2.5   2   0   0   2   2   2   1 -
ADF27767.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          euVOG_6660           -              0.021   13.9   0.1     0.027   13.6   0.1   1.1   1   0   0   1   1   1   0 -
YP_003591103.1_hypothetical_protein_STIV2_C73_[Sulfolobus_turreted_icosahedral_virus_2]    -          euVOG_6660           -              0.021   13.9   0.1     0.027   13.6   0.1   1.1   1   0   0   1   1   1   0 -
YP_009218489.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV4]                       -          euVOG_6660           -              0.047   12.9   0.1      0.43    9.8   0.0   2.4   3   0   0   3   3   3   0 -
AAQ13773.1_hypothetical_protein_[His2_virus_complete_genome.]                        -          euVOG_483            -             0.0048   14.9   0.3    0.0052   14.8   0.3   1.0   1   0   0   1   1   1   1 -
YP_529642.1_hypothetical_protein_His2V_gp12_[His2_virus]                             -          euVOG_483            -             0.0048   14.9   0.3    0.0052   14.8   0.3   1.0   1   0   0   1   1   1   1 -
YP_008059516.1_hypothetical_protein_HRTV4_27_[Halovirus_HRTV-4]                      -          euVOG_483            -              0.014   13.3   0.2     0.014   13.3   0.2   1.0   1   0   0   1   1   1   0 -
ACZ35743.1_hypothetical_protein_[Sulfolobus_spindle-shaped_virus_6_complete_genome.] -          euVOG_483            -              0.016   13.2   1.2     0.016   13.2   1.2   1.1   1   0   0   1   1   1   0 -
YP_003331474.1_hypothetical_protein_SSSV6_gp24_[Sulfolobus_spindle-shaped_virus_6]   -          euVOG_483            -              0.016   13.2   1.2     0.016   13.2   1.2   1.1   1   0   0   1   1   1   0 -
AFD02318.1_putative_protein_37_[Haloarcula_hispanica_icosahedral_virus_2_complete_genome.] -          euVOG_6516           -               0.01   15.2   0.9      0.02   14.2   0.9   1.4   1   0   0   1   1   1   0 -
YP_005352823.1_putative_protein_37_[Haloarcula_hispanica_icosahedral_virus_2]              -          euVOG_6516           -               0.01   15.2   0.9      0.02   14.2   0.9   1.4   1   0   0   1   1   1   0 -
CAH69395.1_putative_regulatory_protein_[Acidianus_filamentous_virus_2_partial_genome] -          euVOG_2077           -              0.037   12.4   0.1     0.043   12.2   0.1   1.2   1   0   0   1   1   1   0 -
YP_001496933.1_putative_regulatory_protein_[Acidianus_filamentous_virus_2]            -          euVOG_2077           -              0.037   12.4   0.1     0.043   12.2   0.1   1.2   1   0   0   1   1   1   0 -
YP_009230318.1_hypothetical_protein_ATSV_D117_[Acidianus_tailed_spindle_virus]                 -          euVOG_2676           -             0.0054   15.7   1.1    0.0069   15.4   1.1   1.3   1   0   0   1   1   1   1 -
CCG27830.1_hypothetical_protein_[Aeropyrum_coil-shaped_virus_complete_genome]                  -          euVOG_2676           -             0.0061   15.6   0.5     0.011   14.8   0.4   1.4   1   1   0   1   1   1   1 -
YP_008059219.1_prohead_protease_[Halovirus_HGTV-1]                                             -          euVOG_2676           -              0.014   14.4   0.1     0.048   12.7   0.1   1.9   1   0   0   1   1   1   0 -
CAG25620.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome]                  -          euVOG_2676           -              0.016   14.2   2.1     0.098   11.7   1.9   2.3   1   1   1   2   2   2   0 -
YP_015522.1_hypothetical_protein_PyrSV_gp01_[Pyrobaculum_spherical_virus]                      -          euVOG_2676           -              0.016   14.2   2.1     0.098   11.7   1.9   2.3   1   1   1   2   2   2   0 -
AGC34589.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.]                            -          euVOG_2676           -              0.049   12.6   2.5      0.13   11.3   2.5   1.9   1   1   0   1   1   1   0 -
YP_008083094.1_hypothetical_protein_HSTV1_44_[Halovirus_HSTV-1]                                -          euVOG_2676           -              0.049   12.6   2.5      0.13   11.3   2.5   1.9   1   1   0   1   1   1   0 -
YP_009219962.1_conserved_hypothetical_protein_[Sulfolobales_virus_YNP1]                        -          euVOG_2676           -              0.062   12.3   2.4     0.072   12.1   2.4   1.2   1   0   0   1   1   1   0 -
ACB37264.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]               -          euVOG_2676           -              0.075   12.1   5.9     0.022   13.7   2.2   2.0   2   1   0   2   2   2   0 -
YP_001798548.1_hypothetical_protein_AFV9_gp30_[Acidianus_filamentous_virus_9]                  -          euVOG_2676           -              0.075   12.1   5.9     0.022   13.7   2.2   2.0   2   1   0   2   2   2   0 -
CCG27866.1_hypothetical_RHH_DNA-binding_protein_[Aeropyrum_coil-shaped_virus_complete_genome]  -          euVOG_2676           -               0.13   11.3   2.3      0.18   10.8   1.9   1.4   1   1   0   1   1   1   0 -
CAJ31522.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          euVOG_2676           -               0.15   11.1   6.1      0.34    9.9   4.5   2.3   1   1   0   1   1   1   0 -
YP_001604374.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          euVOG_2676           -               0.15   11.1   6.1      0.34    9.9   4.5   2.3   1   1   0   1   1   1   0 -
CAJ31705.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          euVOG_2676           -               0.17   10.9   6.6      0.84    8.7   6.6   2.3   1   1   0   1   1   1   0 -
YP_001604309.1_hypothetical_protein_AFV8_gp28_[Acidianus_filamentous_virus_8]                  -          euVOG_2676           -               0.17   10.9   6.6      0.84    8.7   6.6   2.3   1   1   0   1   1   1   0 -
YP_008059592.1_hypothetical_protein_DNAM5_30_[Halovirus_HCTV-1]                                -          euVOG_2676           -               0.18   10.9   3.3       2.7    7.0   0.1   3.0   1   1   1   2   2   2   0 -
CAJ31646.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_7_partial_viral_genome] -          euVOG_2676           -               0.24   10.4   6.5       1.2    8.1   6.5   2.3   1   1   0   1   1   1   0 -
YP_001604250.1_hypothetical_protein_AFV7_gp26_[Acidianus_filamentous_virus_7]                  -          euVOG_2676           -               0.24   10.4   6.5       1.2    8.1   6.5   2.3   1   1   0   1   1   1   0 -
CAJ31587.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome] -          euVOG_2676           -               0.32   10.0   7.0      0.12   11.4   1.9   2.3   1   1   1   2   2   2   0 -
YP_001604191.1_hypothetical_protein_AFV6_gp33_[Acidianus_filamentous_virus_6]                  -          euVOG_2676           -               0.32   10.0   7.0      0.12   11.4   1.9   2.3   1   1   1   2   2   2   0 -
AGC34397.1_hypothetical_protein_[Halovirus_HVTV-1_complete_genome.]                            -          euVOG_2676           -               0.54    9.3   9.8       0.6    9.1   0.1   3.4   3   1   1   4   4   3   0 -
YP_007378933.1_hypothetical_protein_HVTV1_27_[Halovirus_HVTV-1]                                -          euVOG_2676           -               0.54    9.3   9.8       0.6    9.1   0.1   3.4   3   1   1   4   4   3   0 -
AGG36553.1_hypothetical_protein_[Sulfolobales_Mexican_fusellovirus_1_complete_genome.]         -          euVOG_2676           -               0.85    8.7   3.8       1.2    8.2   1.5   2.2   2   1   0   2   2   2   0 -
YP_007678008.1_hypothetical_protein_SMF1_0006_[Sulfolobales_Mexican_fusellovirus_1]            -          euVOG_2676           -               0.85    8.7   3.8       1.2    8.2   1.5   2.2   2   1   0   2   2   2   0 -
AAL27744.1_hypothetical_protein_[Sulfolobus_islandicus_filamentous_virus_partial_genome.]      -          euVOG_2676           -                2.6    7.1   7.4      0.54    9.3   1.9   2.2   1   1   1   2   2   2   0 -
NP_445698.1_hypothetical_protein_SIFV0033_[Sulfolobus_islandicus_filamentous_virus]            -          euVOG_2676           -                2.6    7.1   7.4      0.54    9.3   1.9   2.2   1   1   1   2   2   2   0 -
YP_008059073.1_hypothetical_protein_HCTV5_31_[Halovirus_HCTV-5]                                -          euVOG_2676           -                3.6    6.6  12.9      0.96    8.5   0.0   4.4   3   1   0   4   4   4   0 -
YP_009362547.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_7]  -          euVOG_5745           -             0.0082   14.6   0.4     0.013   14.0   0.4   1.4   1   1   0   1   1   1   1 -
YP_009362659.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_5]  -          euVOG_5745           -             0.0082   14.6   0.4     0.013   14.0   0.4   1.4   1   1   0   1   1   1   1 -
YP_009362777.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_11] -          euVOG_5745           -             0.0082   14.6   0.4     0.013   14.0   0.4   1.4   1   1   0   1   1   1   1 -
YP_009362910.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_6]  -          euVOG_5745           -             0.0082   14.6   0.4     0.013   14.0   0.4   1.4   1   1   0   1   1   1   1 -
YP_009362965.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4]  -          euVOG_5745           -             0.0082   14.6   0.4     0.013   14.0   0.4   1.4   1   1   0   1   1   1   1 -
AAL54979.1_deaminase_protein_deoxycytidine_triphosphate-like_protein_[Halorubrum_phage_HF2_complete_genome.] -          euVOG_942            -            8.4e-07   27.1   0.0   1.1e-06   26.7   0.0   1.1   1   0   0   1   1   1   1 -
AAO61356.1_similar_to_dCTP_deaminases_[Halovirus_HF1_complete_genome.]                                       -          euVOG_942            -            8.4e-07   27.1   0.0   1.1e-06   26.7   0.0   1.1   1   0   0   1   1   1   1 -
NP_542557.1_deaminase_protein_deoxycytidine_triphosphate-like_protein_[Halorubrum_phage_HF2]                 -          euVOG_942            -            8.4e-07   27.1   0.0   1.1e-06   26.7   0.0   1.1   1   0   0   1   1   1   1 -
NP_861645.1_similar_to_dCTP_deaminases_[Halovirus_HF1]                                                       -          euVOG_942            -            8.4e-07   27.1   0.0   1.1e-06   26.7   0.0   1.1   1   0   0   1   1   1   1 -
YP_008059707.1_trimeric_dUTPase_[Halovirus_HCTV-1]                                                           -          euVOG_942            -            1.2e-05   23.4   0.0   1.4e-05   23.1   0.0   1.1   1   0   0   1   1   1   1 -
YP_009272969.1_dUTPase_[Sulfolobus_islandicus_rudivirus_3]                                                   -          euVOG_942            -            1.3e-05   23.2   0.0   1.8e-05   22.8   0.0   1.2   1   0   0   1   1   1   1 -
CAC87298.1_hypothetical_protein_[Sulfolobus_virus_SIRV-2_genomic_DNA]                                        -          euVOG_942            -            3.8e-05   21.7   0.0   5.1e-05   21.3   0.0   1.1   1   0   0   1   1   1   1 -
NP_666557.1_hypothetical_protein_SIRV2gp23_[Sulfolobus_islandicus_rod-shaped_virus_2]                        -          euVOG_942            -            3.8e-05   21.7   0.0   5.1e-05   21.3   0.0   1.1   1   0   0   1   1   1   1 -
YP_008058498.1_trimeric_dUTPase_[Halovirus_HRTV-5]                                                           -          euVOG_942            -            4.7e-05   21.4   0.0   5.6e-05   21.2   0.0   1.1   1   0   0   1   1   1   1 -
YP_008058613.1_trimeric_dUTPase_[Halovirus_HRTV-8]                                                           -          euVOG_942            -            4.9e-05   21.3   0.0   5.8e-05   21.1   0.0   1.1   1   0   0   1   1   1   1 -
